TABLE_NAME|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|NUMERIC_PRECISION|NUMERIC_SCALE|IS_NULLABLE
ExistingOnlineUserList|RequiresSecretQuestion|int|NULL|10|0|NO
ExistingOnlineUserList|Client_DPA_|int|NULL|10|0|YES
ExistingOnlineUserList|ClientName|nvarchar|100|NULL|NULL|NO
ExistingOnlineUserList|Password|nvarchar|255|NULL|NULL|YES
ExistingOnlineUserList|Surname|nvarchar|50|NULL|NULL|YES
ExistingOnlineUserList|OtherNames|nvarchar|50|NULL|NULL|YES
ExistingOnlineUserList|StaffID|nvarchar|50|NULL|NULL|YES
ExistingOnlineUserList|Removed|int|NULL|10|0|YES
ExistingOnlineUserList|FirstTime|int|NULL|10|0|YES
ExistingOnlineUserList|Expires|nvarchar|50|NULL|NULL|YES
ExistingOnlineUserList|Enabled|int|NULL|10|0|YES
ExistingOnlineUserList|RemoteUser|int|NULL|10|0|NO
ExistingOnlineUserList|ClientEmail|nvarchar|100|NULL|NULL|YES
ExistingOnlineUserList|Accepted|bit|NULL|NULL|NULL|NO
ExistingOnlineUserList|Email|nvarchar|50|NULL|NULL|YES
FineTradingSchedule|OrdDetailSecurity|nvarchar|100|NULL|NULL|NO
FineTradingSchedule|OrdDetailType|nvarchar|100|NULL|NULL|NO
FineTradingSchedule|OrdDetailPrice|nvarchar|20|NULL|NULL|NO
FineTradingSchedule|Order_DPA_|smalldatetime|NULL|NULL|NULL|YES
FineTradingSchedule|BalanceQty|int|NULL|10|0|YES
FineTradingSchedule|OrderRef|nvarchar|121|NULL|NULL|NO
FineTradingSchedule|OrderDate|datetime|NULL|NULL|NULL|YES
FineTradingSchedule|SecurityCode|nvarchar|10|NULL|NULL|NO
FineTradingSchedule|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
FineTradingSchedule|Client|nvarchar|100|NULL|NULL|NO
FineTradingSchedule|code|int|NULL|10|0|NO
FineTradingSchedule|Validity|datetime|NULL|NULL|NULL|YES
FineTradingSchedule|Best|bit|NULL|NULL|NULL|YES
FineTradingSchedule|Amount|money|NULL|19|4|YES
FineTradingSchedule|Price|real|NULL|24|NULL|YES
FineTradingSchedule|Total|money|NULL|19|4|YES
FineTradingSchedule|CurrentBal|money|NULL|19|4|YES
FineTradingSchedule|CreditLimit|money|NULL|19|4|NO
FineTradingSchedule|Excess|money|NULL|19|4|NO
FineTradingScheduleFinal|OrdDetailSecurity|nvarchar|100|NULL|NULL|NO
FineTradingScheduleFinal|OrdDetailType|nvarchar|100|NULL|NULL|NO
FineTradingScheduleFinal|OrdDetailPrice|nvarchar|20|NULL|NULL|NO
FineTradingScheduleFinal|Order_DPA_|int|NULL|10|0|NO
FineTradingScheduleFinal|BalanceQty|int|NULL|10|0|YES
FineTradingScheduleFinal|OrderRef|nvarchar|100|NULL|NULL|NO
FineTradingScheduleFinal|OrderDate|datetime|NULL|NULL|NULL|YES
FineTradingScheduleFinal|SecurityCode|nvarchar|10|NULL|NULL|NO
FineTradingScheduleFinal|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
FineTradingScheduleFinal|Client|nvarchar|100|NULL|NULL|NO
FineTradingScheduleFinal|code|int|NULL|10|0|NO
FineTradingScheduleFinal|Validity|datetime|NULL|NULL|NULL|YES
FineTradingScheduleFinal|Best|bit|NULL|NULL|NULL|NO
FineTradingScheduleFinal|Amount|money|NULL|19|4|NO
FineTradingScheduleFinal|Price|real|NULL|24|NULL|YES
FineTradingScheduleFinal|Total|money|NULL|19|4|YES
FineTradingScheduleFinal|CurrentBal|money|NULL|19|4|YES
FineTradingScheduleFinal|CreditLimit|money|NULL|19|4|NO
FineTradingScheduleFinal|Excess|money|NULL|19|4|NO
ForwardRate|ForwardRate_DPA_|int|NULL|10|0|NO
ForwardRate|ForwardRate|float|NULL|53|NULL|YES
ForwardRate|ActivationDate|datetime|NULL|NULL|NULL|YES
ForwardRate|DateModified|datetime|NULL|NULL|NULL|YES
ForwardRate|ModifiedBy|int|NULL|10|0|YES
ForwardRate|Bond_DPA_|int|NULL|10|0|NO
ForwardRatesList|Bond_DPA_|int|NULL|10|0|NO
ForwardRatesList|IssueDate|smalldatetime|NULL|NULL|NULL|NO
ForwardRatesList|BondIssue|nvarchar|20|NULL|NULL|NO
ForwardRatesList|BondType|nvarchar|10|NULL|NULL|NO
ForwardRatesList|MaturityDate|smalldatetime|NULL|NULL|NULL|NO
ForwardRatesList|FaceValue|money|NULL|19|4|NO
ForwardRatesList|Security_DPA_|int|NULL|10|0|NO
ForwardRatesList|ForwardRate|float|NULL|53|NULL|YES
ForwardRatesList|ActivationDate|datetime|NULL|NULL|NULL|YES
ForwardRatesList|ModifiedBy|int|NULL|10|0|YES
ForwardRatesList|DateModified|datetime|NULL|NULL|NULL|YES
ForwardRatesList|User|nvarchar|50|NULL|NULL|YES
ForwardRatesList|ForwardRate_DPA_|int|NULL|10|0|YES
ForwardsList|PAL_No|nvarchar|50|NULL|NULL|YES
ForwardsList|Client_DPA_|int|NULL|10|0|YES
ForwardsList|Offering_DPA_|int|NULL|10|0|NO
ForwardsList|Offering|int|NULL|10|0|YES
ForwardsList|Offering_Price|float|NULL|53|NULL|YES
ForwardsList|ID_No|nvarchar|50|NULL|NULL|YES
ForwardsList|Alloted_Rights|float|NULL|53|NULL|YES
ForwardsList|Accepted_Rights|float|NULL|53|NULL|YES
ForwardsList|Renouncee|nvarchar|50|NULL|NULL|YES
ForwardsList|Receipt|int|NULL|10|0|YES
ForwardsList|Submitted|bit|NULL|NULL|NULL|YES
ForwardsList|Submission_Date|datetime|NULL|NULL|NULL|YES
ForwardsList|Ref_No|nvarchar|50|NULL|NULL|YES
ForwardsList|ClientName|nvarchar|100|NULL|NULL|NO
ForwardsList|Amount_Payable|float|NULL|53|NULL|YES
ForwardsList|SecurityName|nvarchar|100|NULL|NULL|NO
ForwardsList|SecurityCode|nvarchar|50|NULL|NULL|NO
ForwardsList|Batch_No|int|NULL|10|0|YES
ForwardsList|Offerings_Date|datetime|NULL|NULL|NULL|YES
ForwardsList|OfferCheque|char|30|NULL|NULL|YES
ForwardsList|OfferBank|nvarchar|100|NULL|NULL|YES
ForwardsList|ModifiedBy|nvarchar|101|NULL|NULL|YES
ForwardsList|TimeChanged|datetime|NULL|NULL|NULL|YES
ForwardsList|BatchSeq|int|NULL|10|0|YES
ForwardsList|BatchSize|int|NULL|10|0|NO
ForwardsList|ClosingDate|datetime|NULL|NULL|NULL|YES
ForwardsList|Forward|bit|NULL|NULL|NULL|YES
ForwardsList|BrokerName|nvarchar|100|NULL|NULL|NO
ForwardsList|ClientIDPass|nvarchar|100|NULL|NULL|YES
ForwardsList|Deleted|bit|NULL|NULL|NULL|YES
ForwardsList|PaymentRef|varchar|20|NULL|NULL|YES
ForwardsList|PaymentBankRef|nvarchar|50|NULL|NULL|YES
ForwardsList|PaymentBranchRef|nvarchar|50|NULL|NULL|YES
ForwardsList|PaymentSortCode|varchar|20|NULL|NULL|YES
ForwardsList|PaymentAccountNo|varchar|20|NULL|NULL|YES
ForwardsList|EFTAccountNo|varchar|20|NULL|NULL|YES
ForwardsList|EFTSortCode|varchar|20|NULL|NULL|YES
ForwardsList|Status|tinyint|NULL|3|0|YES
ForwardsList|CDSPaid|tinyint|NULL|3|0|YES
ForwardsList|AgentCode|varchar|6|NULL|NULL|YES
ForwardsList|ReceivingBroker|int|NULL|10|0|YES
ForwardsList|CDACode|char|5|NULL|NULL|YES
ForwardsList|TaxExempt|char|10|NULL|NULL|YES
ForwardsList|RefundMethod|char|10|NULL|NULL|YES
ForwardsList|BatchFileName|nvarchar|50|NULL|NULL|YES
ForwardsList|LastDownLoaded|datetime|NULL|NULL|NULL|YES
ForwardsList|Additional|int|NULL|10|0|YES
ForwardsList|AcceptanceType|int|NULL|10|0|YES
ForwardsList|Download_Date|smalldatetime|NULL|NULL|NULL|YES
ForwardsList|DateCreated|datetime|NULL|NULL|NULL|YES
ForwardsList|EFTBranchRef|nvarchar|50|NULL|NULL|YES
ForwardsList|EFTBankRef|nvarchar|50|NULL|NULL|YES
ForwardsList|PaymentType|char|10|NULL|NULL|YES
ForwardsList|Category|char|10|NULL|NULL|YES
ForwardsList|OfferingType|char|10|NULL|NULL|YES
ForwardsList|Updated|int|NULL|10|0|YES
ForwardsList|Downloaded|bit|NULL|NULL|NULL|YES
ForwardsList|DividendMethod|char|10|NULL|NULL|YES
ForwardsList|Certificate|bit|NULL|NULL|NULL|NO
ForwardsList|CreatedBy|nvarchar|101|NULL|NULL|YES
FullClientList|ClientNameEx|nvarchar|4000|NULL|NULL|YES
FullClientList|ClientName|nvarchar|100|NULL|NULL|YES
FullClientList|OwnerName|nvarchar|201|NULL|NULL|YES
FullClientList|ClientContact|nvarchar|100|NULL|NULL|YES
FullClientList|ClientOfficeTel|nvarchar|100|NULL|NULL|YES
FullClientList|ClientCellTel|nvarchar|100|NULL|NULL|YES
FullClientList|ClientEmail|nvarchar|100|NULL|NULL|YES
FullClientList|ClientAddr|ntext|1073741823|NULL|NULL|YES
FullClientList|ClientVIP|bit|NULL|NULL|NULL|NO
FullClientList|Client_DPA_|int|NULL|10|0|NO
FullClientList|ClientCDSNo|nvarchar|20|NULL|NULL|YES
FullClientList|OnlineRegistration|bit|NULL|NULL|NULL|NO
FullClientList|CreditLimit|money|NULL|19|4|NO
FullClientList|ClientFax|nvarchar|100|NULL|NULL|YES
FullClientList|Owner_DPA_|int|NULL|10|0|YES
FullClientList|Agent_DPA_|int|NULL|10|0|YES
FullClientList|AgentName|nvarchar|100|NULL|NULL|YES
FullClientList|TimeChanged|smalldatetime|NULL|NULL|NULL|YES
FullClientList|ChangedBy|nvarchar|102|NULL|NULL|YES
FullClientList|IsCustodian|bit|NULL|NULL|NULL|YES
FullClientList|Commission_DPA_|int|NULL|10|0|NO
FullClientList2|ClientNameEx|nvarchar|4000|NULL|NULL|YES
FullClientList2|ClientName|nvarchar|100|NULL|NULL|YES
FullClientList2|OwnerName|nvarchar|201|NULL|NULL|YES
FullClientList2|ClientContact|nvarchar|100|NULL|NULL|YES
FullClientList2|ClientOfficeTel|nvarchar|100|NULL|NULL|YES
FullClientList2|ClientCellTel|nvarchar|100|NULL|NULL|YES
FullClientList2|ClientEmail|nvarchar|100|NULL|NULL|YES
FullClientList2|ClientAddr|ntext|1073741823|NULL|NULL|YES
FullClientList2|ClientVIP|bit|NULL|NULL|NULL|NO
FullClientList2|Client_DPA_|int|NULL|10|0|NO
FullClientList2|ClientCDSNo|nvarchar|20|NULL|NULL|YES
FullClientList2|OnlineRegistration|bit|NULL|NULL|NULL|NO
FullClientList2|CreditLimit|money|NULL|19|4|NO
FullClientList2|ClientFax|nvarchar|100|NULL|NULL|YES
FullClientList2|Owner_DPA_|int|NULL|10|0|YES
FullClientList2|Agent_DPA_|int|NULL|10|0|NO
FullClientList2|AgentName|nvarchar|100|NULL|NULL|NO
FullClientList2|TimeChanged|smalldatetime|NULL|NULL|NULL|YES
FullClientList2|ChangedBy|nvarchar|102|NULL|NULL|YES
FullClientList2|Balance|money|NULL|19|4|YES
FullClientList2|IsCustodian|bit|NULL|NULL|NULL|YES
FullClientList2|Commission_DPA_|int|NULL|10|0|NO
FullClientListWithBalances|ClientNameEx|nvarchar|4000|NULL|NULL|YES
FullClientListWithBalances|ClientName|nvarchar|100|NULL|NULL|YES
FullClientListWithBalances|OwnerName|nvarchar|201|NULL|NULL|YES
FullClientListWithBalances|ClientContact|nvarchar|100|NULL|NULL|YES
FullClientListWithBalances|ClientOfficeTel|nvarchar|100|NULL|NULL|YES
FullClientListWithBalances|ClientCellTel|nvarchar|100|NULL|NULL|YES
FullClientListWithBalances|ClientEmail|nvarchar|100|NULL|NULL|YES
FullClientListWithBalances|ClientAddr|ntext|1073741823|NULL|NULL|YES
FullClientListWithBalances|ClientVIP|bit|NULL|NULL|NULL|NO
FullClientListWithBalances|Client_DPA_|int|NULL|10|0|NO
FullClientListWithBalances|ClientCDSNo|nvarchar|20|NULL|NULL|YES
FullClientListWithBalances|OnlineRegistration|bit|NULL|NULL|NULL|NO
FullClientListWithBalances|CreditLimit|money|NULL|19|4|NO
FullClientListWithBalances|ClientFax|nvarchar|100|NULL|NULL|YES
FullClientListWithBalances|Owner_DPA_|int|NULL|10|0|YES
FullClientListWithBalances|Agent_DPA_|int|NULL|10|0|NO
FullClientListWithBalances|AgentName|nvarchar|100|NULL|NULL|NO
FullClientListWithBalances|TimeChanged|smalldatetime|NULL|NULL|NULL|YES
FullClientListWithBalances|ChangedBy|nvarchar|102|NULL|NULL|YES
FullClientListWithBalances|Balance|money|NULL|19|4|YES
FullClientListWithBalances|IsCustodian|bit|NULL|NULL|NULL|YES
FullClientListWithBalances|Commission_DPA_|int|NULL|10|0|NO
FullEntityTypeList|EntityTypeAccountType|nvarchar|100|NULL|NULL|NO
FullEntityTypeList|EntityTypeName|nvarchar|100|NULL|NULL|NO
FullEntityTypeList|EntityType_DPA_|int|NULL|10|0|NO
FullEntityTypeList|DefaultSelection|bit|NULL|NULL|NULL|NO
FullEntityTypeList|EntityTypeCode|nvarchar|50|NULL|NULL|NO
FullEntityTypeList|AccountType_DPA_|int|NULL|10|0|NO
FullOrderList|OrdDetail_DPA_|int|NULL|10|0|NO
FullOrderList|OrderDate|datetime|NULL|NULL|NULL|YES
FullOrderList|OrderRef|nvarchar|100|NULL|NULL|NO
FullOrderList|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
FullOrderList|OrdDetailPrice|nvarchar|20|NULL|NULL|NO
FullOrderList|OrdDetailQty|int|NULL|10|0|NO
FullOrderList|OrdDetailValidity|datetime|NULL|NULL|NULL|YES
FullOrderList|OrderHold|bit|NULL|NULL|NULL|NO
FullOrderList|BalanceQty|int|NULL|10|0|YES
FullOrderList|Order_DPA_|int|NULL|10|0|NO
FullOrderList|OrderHoldTypeName|nvarchar|100|NULL|NULL|NO
FullOrderList|OrderAutoReleaseDate|smalldatetime|NULL|NULL|NULL|YES
FullOrderList|OrderSecType_DPA_|int|NULL|10|0|NO
FullOrderList|Client_DPA_|int|NULL|10|0|NO
FullOrderList|OrderCanceled|bit|NULL|NULL|NULL|NO
FullOrderList|OrderType_DPA_|int|NULL|10|0|NO
FullOrderList|OrdDetailCompound|bit|NULL|NULL|NULL|NO
FullOrderList|OrderDateReleased|datetime|NULL|NULL|NULL|YES
FullOrderList|SecurityCode|nvarchar|31|NULL|NULL|YES
FullOrderList|OrdDetailPos|int|NULL|10|0|YES
FullOrderList|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
FullOrderList|BondDescription|nvarchar|20|NULL|NULL|NO
FullOrderList|SecurityMktPrice|money|NULL|19|4|NO
FullOrderList|Price|real|NULL|24|NULL|NO
FullOrderList|Best|bit|NULL|NULL|NULL|NO
FullOrderList|TimeChanged|datetime|NULL|NULL|NULL|YES
FullOrderList|ChangedBy|nvarchar|102|NULL|NULL|YES
FullOrderList|InterBank|bit|NULL|NULL|NULL|YES
FullOrderList|OrderReleasedBy|nvarchar|102|NULL|NULL|YES
FullOrderList|ClientName|nvarchar|100|NULL|NULL|NO
FullOrderList|ClientCDSNo|nvarchar|20|NULL|NULL|YES
FullOrderList|OrderTypeName|nvarchar|100|NULL|NULL|NO
FullOrderList|OrderTypeSale|bit|NULL|NULL|NULL|NO
FullOrderList|Amount|money|NULL|19|4|NO
Gender|Gender_DPA_|int|NULL|10|0|NO
Gender|Gender_EIT_|nvarchar|40|NULL|NULL|YES
Gender|GenderDescription|nvarchar|100|NULL|NULL|NO
Gender|DefaultSelection|bit|NULL|NULL|NULL|NO
GenderList|GenderGender|nvarchar|100|NULL|NULL|NO
GenderList|Gender_DPA_|int|NULL|10|0|NO
GenderList|DefaultSelection|bit|NULL|NULL|NULL|YES
Generic|Generic_DPA_|int|NULL|10|0|NO
Generic|Generic_EIT_|nvarchar|40|NULL|NULL|YES
Generic|GenericDescription|nvarchar|400|NULL|NULL|NO
GenericList|Generic_DPA_|int|NULL|10|0|NO
GenericList|Generic_EIT_|nvarchar|40|NULL|NULL|YES
GenericList|GenericDescription|nvarchar|400|NULL|NULL|NO
GenericSetting|GenericSetting_DPA_|int|NULL|10|0|NO
GenericSetting|GenericSetting_EIT_|nvarchar|40|NULL|NULL|YES
GenericSetting|GenericSettingDescription|nvarchar|400|NULL|NULL|NO
GenericSetting|Generic_DPA_|int|NULL|10|0|NO
GenericSetting|EntityType_DPA_|int|NULL|10|0|NO
GenericSettingList|GenericSetting_DPA_|int|NULL|10|0|NO
GenericSettingList|GenericSettingDescription|nvarchar|400|NULL|NULL|NO
GenericSettingList|GenericDescription|nvarchar|400|NULL|NULL|NO
GenericSettingList|EntityTypeName|nvarchar|100|NULL|NULL|NO
GenericSettingList|Generic_DPA_|int|NULL|10|0|NO
GenericSettingList|EntityType_DPA_|int|NULL|10|0|NO
GroupAccessList|GroupName|nvarchar|50|NULL|NULL|YES
GroupAccessList|ID|int|NULL|10|0|NO
GroupAccessList|mnuCaption|nvarchar|50|NULL|NULL|YES
GroupMembersList|MemberID|int|NULL|10|0|NO
GroupMembersList|GroupName|nvarchar|50|NULL|NULL|YES
GroupMembersList|Member|nvarchar|101|NULL|NULL|YES
Groups|GroupID|int|NULL|10|0|NO
Groups|GroupName|nvarchar|50|NULL|NULL|YES
Groups|Description|nvarchar|50|NULL|NULL|YES
GroupsList|GroupID|int|NULL|10|0|NO
GroupsList|GroupName|nvarchar|50|NULL|NULL|YES
GroupsList|Description|nvarchar|50|NULL|NULL|YES
HeldOrderList|Order No|int|NULL|10|0|NO
HeldOrderList|Order Date|datetime|NULL|NULL|NULL|YES
HeldOrderList|Client|nvarchar|4000|NULL|NULL|YES
HeldOrderList|Security|nvarchar|201|NULL|NULL|NO
HeldOrderList|Order Qty|int|NULL|10|0|NO
HeldOrderList|Order Price|nvarchar|20|NULL|NULL|NO
HistoryTransactionsList|Entity_DPA_|nvarchar|506|NULL|NULL|YES
HistoryTransactionsList|TransDate|datetime|NULL|NULL|NULL|YES
HistoryTransactionsList|REF|nvarchar|500|NULL|NULL|YES
HistoryTransactionsList|Particulars|nvarchar|603|NULL|NULL|YES
HistoryTransactionsList|Debit|money|NULL|19|4|NO
HistoryTransactionsList|Credit|money|NULL|19|4|YES
HistoryTransactionsList|IsOpeningBalance|int|NULL|10|0|NO
HistoryTransactionsList|Balance|money|NULL|19|4|YES
HistoryTransactionsList|EntityName|nvarchar|100|NULL|NULL|YES
HoldingExceptions|Code|int|NULL|10|0|NO
HoldingExceptions|ClientName|nvarchar|100|NULL|NULL|NO
HoldingExceptions|SecurityName|nvarchar|100|NULL|NULL|NO
HoldingExceptions|CDSQty|money|NULL|19|4|NO
HoldingExceptions|BKQty|money|NULL|19|4|NO
HoldingExceptions|ClientCDSNo|nvarchar|20|NULL|NULL|YES
HoldingExceptions|DiffQty|money|NULL|19|4|NO
HoldingExceptions|IsNominee|bit|NULL|NULL|NULL|YES
HoldingExceptions|IsCustodian|bit|NULL|NULL|NULL|YES
HoldingExceptions|Security_DPA_|int|NULL|10|0|YES
Holdings|HoldingID|int|NULL|10|0|NO
Holdings|TradeDate|datetime|NULL|NULL|NULL|YES
Holdings|TradeTime|varchar|12|NULL|NULL|YES
Holdings|Client_DPA_|int|NULL|10|0|YES
Holdings|Security_DPA_|int|NULL|10|0|YES
Holdings|Quantity|varchar|50|NULL|NULL|YES
Holdings|AccountStatus|varchar|255|NULL|NULL|YES
Holdings|BalanceFree|char|1|NULL|NULL|YES
HoldingsSecurityPriceList|Price|real|NULL|24|NULL|NO
HoldingsSecurityPriceList|HoldingID|int|NULL|10|0|NO
HoldingsSecurityPriceList|TradeDate|datetime|NULL|NULL|NULL|YES
HoldingsSecurityPriceList|TradeTime|varchar|12|NULL|NULL|YES
HoldingsSecurityPriceList|Client_DPA_|int|NULL|10|0|YES
HoldingsSecurityPriceList|Security_DPA_|int|NULL|10|0|YES
HoldingsSecurityPriceList|Quantity|varchar|50|NULL|NULL|YES
HoldingsSecurityPriceList|AccountStatus|varchar|255|NULL|NULL|YES
HoldingsSecurityPriceList|BalanceFree|char|1|NULL|NULL|YES
HoldingsSecurityPriceList|SecurityCode|nvarchar|10|NULL|NULL|NO
HoldOrderList|OrderDate|datetime|NULL|NULL|NULL|YES
HoldOrderList|OrderTypeName|nvarchar|100|NULL|NULL|NO
HoldOrderList|OrderRef|nvarchar|100|NULL|NULL|NO
HoldOrderList|ClientName|nvarchar|100|NULL|NULL|NO
HoldOrderList|OrderHold|bit|NULL|NULL|NULL|NO
HoldOrderList|Order_DPA_|int|NULL|10|0|NO
HoldOrderList|Client_DPA_|int|NULL|10|0|NO
HoldOrderList|OrderHoldType_DPA_|int|NULL|10|0|NO
HoldOrderList|OrderAutoReleaseDate|nvarchar|30|NULL|NULL|NO
HoldOrderList|ClientCDSNo|nvarchar|20|NULL|NULL|YES
HoldOrderList|SecurityName|nvarchar|10|NULL|NULL|NO
HoldOrderList|OrdDetailQty|int|NULL|10|0|NO
HoldOrderList|Quantity|varchar|50|NULL|NULL|YES
HoldOrderList|CurrentBal|money|NULL|19|4|YES
HoldOrderList|BalanceFree|char|1|NULL|NULL|YES
HoldOrderList|OrderDateReleased|datetime|NULL|NULL|NULL|YES
HoldOrderList|OrdDetail_DPA_|int|NULL|10|0|NO
HoldOrderList|SecurityType|nvarchar|20|NULL|NULL|NO
HoldOrderList|BondIssue|nvarchar|20|NULL|NULL|YES
HolidayList|Holiday_DPA_|int|NULL|10|0|NO
HolidayList|Description|nvarchar|50|NULL|NULL|NO
HolidayList|HOLIDAY|nvarchar|34|NULL|NULL|YES
Holidays|Holiday_DPA_|int|NULL|10|0|NO
Holidays|Description|nvarchar|50|NULL|NULL|NO
Holidays|Holiday|datetime|NULL|NULL|NULL|NO
Institution|Institution_DPA_|int|NULL|10|0|NO
Institution|InstitutionName|nvarchar|50|NULL|NULL|YES
Institution|Address|nvarchar|50|NULL|NULL|YES
Institution|PostalAddress|nvarchar|50|NULL|NULL|YES
Institution|PhoneNumber|nvarchar|50|NULL|NULL|YES
Institution|fax|nvarchar|50|NULL|NULL|YES
InstitutionList|Institution_DPA_|int|NULL|10|0|NO
InstitutionList|InstitutionName|nvarchar|50|NULL|NULL|YES
InstitutionList|Address|nvarchar|50|NULL|NULL|YES
InstitutionList|PostalAddress|nvarchar|50|NULL|NULL|YES
InstitutionList|PhoneNumber|nvarchar|50|NULL|NULL|YES
InstitutionList|fax|nvarchar|50|NULL|NULL|YES
Interbanks|Order_DPA_|int|NULL|10|0|NO
Interbanks|OrdDetail_DPA_|int|NULL|10|0|NO
Interbanks|OrdDetailType|nvarchar|100|NULL|NULL|NO
Interbanks|OrdDetailClient|nvarchar|100|NULL|NULL|NO
Interbanks|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
Interbanks|OrdDetailQty|int|NULL|10|0|NO
Interbanks|OrdDetailPrice|nvarchar|20|NULL|NULL|NO
Interbanks|BalanceQty|int|NULL|10|0|YES
Interbanks|LotSlipNo|nvarchar|20|NULL|NULL|YES
Interbanks|LotTDate|smalldatetime|NULL|NULL|NULL|YES
Interbanks|LotQty|int|NULL|10|0|YES
Interbanks|LotPrice|money|NULL|19|4|YES
Interbanks|LotGrossAmount|money|NULL|19|4|YES
Interbanks|BrokerCode|nvarchar|5|NULL|NULL|YES
Interbanks|BrokerName|nvarchar|100|NULL|NULL|YES
Interbanks|Contract_DPA_|int|NULL|10|0|YES
Interbanks|StatusDescription|nvarchar|10|NULL|NULL|YES
Interbanks|Lot_DPA_|int|NULL|10|0|YES
Interbanks|OrderDate|smalldatetime|NULL|NULL|NULL|NO
Interbanks|ContractNumber|nvarchar|50|NULL|NULL|YES
Interbanks|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
Interbanks|OrderTypeSale|bit|NULL|NULL|NULL|NO
Interbanks|Security_DPA_|int|NULL|10|0|NO
Interbanks|CommissionRate|real|NULL|24|NULL|NO
Interbanks|Client_DPA_|int|NULL|10|0|NO
Interbanks|AgentCommission|real|NULL|24|NULL|NO
Interbanks|StaffCommission|real|NULL|24|NULL|NO
Interbanks|SecurityCode|nvarchar|31|NULL|NULL|YES
Interbanks|VolumeBoundary|money|NULL|19|4|NO
Interbanks|VolumeRate|real|NULL|24|NULL|NO
Interbanks|MinimumCommission|money|NULL|19|4|NO
Interbanks|CMARegulated|bit|NULL|NULL|NULL|NO
Interbanks|PostImmobilisedRate|bit|NULL|NULL|NULL|NO
Interbanks|SecurityImmobilised|bit|NULL|NULL|NULL|NO
Interbanks|BondDescription|nvarchar|20|NULL|NULL|NO
Interbanks|CDSTransaction|bit|NULL|NULL|NULL|YES
Interbanks|ContractSettlementDate|smalldatetime|NULL|NULL|NULL|YES
Interbanks|ClientCDSNo|nvarchar|20|NULL|NULL|YES
Interbanks|InterBank|bit|NULL|NULL|NULL|NO
Interbanks|IsInterBank|bit|NULL|NULL|NULL|YES
Interbanks|IsCustodian|bit|NULL|NULL|NULL|NO
InterbankSchedule|LotGrossAmount|money|NULL|19|4|YES
InterbankSchedule|LotSlipNo|nvarchar|20|NULL|NULL|NO
InterbankSchedule|OrderTypeDescription|nvarchar|100|NULL|NULL|NO
InterbankSchedule|Client_DPA_|int|NULL|10|0|NO
InterbankSchedule|ClientName|nvarchar|100|NULL|NULL|NO
InterbankSchedule|OrderType_DPA_|int|NULL|10|0|NO
InterbankSchedule|SecurityCode|nvarchar|10|NULL|NULL|NO
InterbankSchedule|LotPrice|money|NULL|19|4|NO
InterbankSchedule|LotQty|int|NULL|10|0|NO
InterbankSchedule|LotTDate|datetime|NULL|NULL|NULL|YES
InterbankSchedule|ContractNumber|nvarchar|50|NULL|NULL|NO
InterbankSchedule|IsCustodian|bit|NULL|NULL|NULL|YES
InterbankSchedule|OrderSecType_DPA_|int|NULL|10|0|NO
InterbankSchedule|SettlementDate|datetime|NULL|NULL|NULL|YES
InterbankSchedule|Contract_DPA_|int|NULL|10|0|YES
InterbankSchedule|TypeDescription|nvarchar|50|NULL|NULL|NO
InterbankSchedule|InterTransferType_DPA_|int|NULL|10|0|NO
InterbankSchedule|TransferDate|smalldatetime|NULL|NULL|NULL|YES
InterBankTransferList|Order_DPA_|int|NULL|10|0|NO
InterBankTransferList|OrdDetail_DPA_|int|NULL|10|0|NO
InterBankTransferList|OrdDetailType|nvarchar|100|NULL|NULL|NO
InterBankTransferList|OrdDetailClient|nvarchar|100|NULL|NULL|NO
InterBankTransferList|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
InterBankTransferList|OrdDetailQty|int|NULL|10|0|NO
InterBankTransferList|OrdDetailPrice|nvarchar|20|NULL|NULL|NO
InterBankTransferList|BalanceQty|int|NULL|10|0|YES
InterBankTransferList|LotSlipNo|nvarchar|20|NULL|NULL|YES
InterBankTransferList|LotTDate|smalldatetime|NULL|NULL|NULL|YES
InterBankTransferList|LotQty|int|NULL|10|0|YES
InterBankTransferList|LotPrice|money|NULL|19|4|YES
InterBankTransferList|LotGrossAmount|money|NULL|19|4|YES
InterBankTransferList|BrokerCode|nvarchar|5|NULL|NULL|YES
InterBankTransferList|BrokerName|nvarchar|100|NULL|NULL|YES
InterBankTransferList|Contract_DPA_|int|NULL|10|0|YES
InterBankTransferList|StatusDescription|nvarchar|10|NULL|NULL|YES
InterBankTransferList|Lot_DPA_|int|NULL|10|0|YES
InterBankTransferList|OrderDate|smalldatetime|NULL|NULL|NULL|NO
InterBankTransferList|ContractNumber|nvarchar|50|NULL|NULL|YES
InterBankTransferList|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
InterBankTransferList|OrderTypeSale|bit|NULL|NULL|NULL|NO
InterBankTransferList|Security_DPA_|int|NULL|10|0|NO
